"Código";"Artículo";"Descripción";"Descripción"
"030300203";"18-303";"NEGRO";"2"
"0303002100";"08-300";"FRUTILLA";"85"
"030300214";"18-303";"ALMENDRA";"2"
"030300301";"18-303";"BLANCO";"3"
"030300303";"18-303";"NEGRO";"3"
"0303003100";"08-300";"FRUTILLA";"90"
"030300314";"18-303";"ALMENDRA";"3"
"030300401";"18-303";"BLANCO";"4"
"030300403";"18-303";"NEGRO";"4"
"0303004100";"08-300";"FRUTILLA";"95"
"030300414";"18-303";"ALMENDRA";"4"
"0303005100";"08-300";"FRUTILLA";"100"
"03030304000000";"38-303";"SURTIDO";"M"
"03030305000000";"38-303";"SURTIDO";"L"
"03030306000000";"38-303";"SURTIDO";"XL"
"03031051502";"23-3105";"BLANCO";"6"
"03031051503";"23-3105";"NEGRO";"6"
"03031051519";"23-3105";"ROSA";"6"
"03031051535";"23-3105";"GRIS MELANGE";"6"
"03031051702";"23-3105";"BLANCO";"8"
"03031051703";"23-3105";"NEGRO";"8"
"03031051719";"23-3105";"ROSA";"8"
"03031051735";"23-3105";"GRIS MELANGE";"8"
"03031051902";"23-3105";"BLANCO";"10"
"03031051903";"23-3105";"NEGRO";"10"
"03031051919";"23-3105";"ROSA";"10"
"03031051935";"23-3105";"GRIS MELANGE";"10"
"03031052102";"23-3105";"BLANCO";"12"
"03031052103";"23-3105";"NEGRO";"12"
"03031052119";"23-3105";"ROSA";"12"
"03031052135";"23-3105";"GRIS MELANGE";"12"
"03031052302";"23-3105";"BLANCO";"14"
"03031052303";"23-3105";"NEGRO";"14"
"03031052319";"23-3105";"ROSA";"14"
"03031052335";"23-3105";"GRIS MELANGE";"14"
"03031101502";"23-3110";"BLANCO";"6"
"03031101503";"23-3110";"NEGRO";"6"
"03031101519";"23-3110";"ROSA";"6"
"03031101535";"23-3110";"GRIS MELANGE";"6"
"03031101702";"23-3110";"BLANCO";"8"
"03031101703";"23-3110";"NEGRO";"8"
"03031101719";"23-3110";"ROSA";"8"
"03031101735";"23-3110";"GRIS MELANGE";"8"
"03031101902";"23-3110";"BLANCO";"10"
"03031101903";"23-3110";"NEGRO";"10"
"03031101919";"23-3110";"ROSA";"10"
"03031101935";"23-3110";"GRIS MELANGE";"10"
"03031102102";"23-3110";"BLANCO";"12"
"03031102103";"23-3110";"NEGRO";"12"
"03031102119";"23-3110";"ROSA";"12"
"03031102135";"23-3110";"GRIS MELANGE";"12"
"03031102302";"23-3110";"BLANCO";"14"
"03031102303";"23-3110";"NEGRO";"14"
"03031102319";"23-3110";"ROSA";"14"
"03031102335";"23-3110";"GRIS MELANGE";"14"
"030320001502";"23-3200";"BLANCO";"6"
"030320001702";"23-3200";"BLANCO";"8"
"030320001902";"23-3200";"BLANCO";"10"
"030320002102";"23-3200";"BLANCO";"12"
"03032001507";"23-3200";"NUDE";"6"
"03032001519";"23-3200";"ROSA";"6"
"03032001535";"23-3200";"GRIS";"6"
"03032001702";"23-3200";"LILA";"8"
"03032001707";"23-3200";"NUDE";"8"
"03032001719";"23-3200";"ROSA";"8"
"03032001729";"23-3200";"LILA";"8"
"03032001735";"23-3200";"GRIS";"8"
"03032001907";"23-3200";"NUDE";"10"
"03032001919";"23-3200";"ROSA";"10"
"03032001929";"23-3200";"LILA";"10"
"03032001935";"23-3200";"GRIS";"10"
"03032002102";"23-3200";"BLANCO";"12"
"03032002107";"23-3200";"NUDE";"12"
"03032002119";"23-3200";"ROSA";"12"
"03032002129";"23-3200";"LILA";"12"
"03032002135";"23-3200";"GRIS";"12"
"03032002902";"23-3200";"LILA";"6"
"03032051502";"23-3205";"BLANCO";"6"
"03032051519";"23-3205";"ROSA";"6"
"03032051535";"23-3205";"GRIS MELANGE";"6"
"03032051702";"23-3205";"BLANCO";"8"
"03032051719";"23-3205";"ROSA";"8"
"03032051735";"23-3205";"GRIS MELANGE";"8"
"03032051902";"23-3205";"BLANCO";"10"
"03032051919";"23-3205";"ROSA";"10"
"03032051935";"23-3205";"GRIS MELANGE";"10"
"03032052102";"23-3205";"BLANCO";"12"
"03032052119";"23-3205";"ROSA";"12"
"03032052135";"23-3205";"GRIS MELANGE";"12"
"03032052302";"23-3205";"BLANCO";"14"
"03032052319";"23-3205";"ROSA";"14"
"03032052335";"23-3205";"GRIS MELANGE";"14"
"03032101502";"23-3210";"BLANCO";"6"
"03032101519";"23-3210";"ROSA";"6"
"03032101535";"23-3210";"GRIS MELANGE";"6"
"03032101702";"23-3210";"BLANCO";"8"
"03032101719";"23-3210";"ROSA";"8"
"03032101735";"23-3210";"GRIS MELANGE";"8"
"03032101902";"23-3210";"BLANCO";"10"
"03032101919";"23-3210";"ROSA";"10"
"03032101935";"23-3210";"GRIS MELANGE";"10"
"03032102102";"23-3210";"BLANCO";"12"
"03032102119";"23-3210";"ROSA";"12"
"03032102135";"23-3210";"GRIS MELANGE";"12"
"03032102302";"23-3210";"BLANCO";"14"
"03032102319";"23-3210";"ROSA";"14"
"03032102335";"23-3210";"GRIS MELANGE";"14"
"03032501340";"23-3250";"BLANCO/ROSA";"4"
"03032501353";"23-3250";"BLANCO/LILA";"4"
"03032501367";"23-3250";"LILA/NEGRO";"4"
"03032501373";"23-3250";"VERDE";"4"
"03032501386";"23-3250";"NUDE/CORAL";"4"
"03032501520";"23-3250";"LILA";"6"
"03032501535";"23-3250";"GRIS";"6"
"03032501540";"23-3250";"BLANCO/ROSA";"6"
"03032501553";"23-3250";"BLANCO/LILA";"6"
"03032501556";"23-3250";"ROSA/CORAL";"6"
"03032501567";"23-3250";"LILA/NEGRO";"6"
"03032501573";"23-3250";"VERDE";"6"
"03032501586";"23-3250";"NUDE/CORAL";"6"
"03032501729";"23-3250";"LILA";"8"
"03032501735";"23-3250";"GRIS";"8"
"03032501740";"23-3250";"BLANCO/ROSA";"8"
"03032501753";"23-3250";"BLANCO/LILA";"8"
"03032501756";"23-3250";"ROSA/CORAL";"8"
"03032501767";"23-3250";"LILA/NEGRO";"8"
"03032501773";"23-3250";"VERDE";"8"
"03032501786";"23-3250";"NUDE/CORAL";"8"
"03032501929";"23-3250";"LILA";"10"
"03032501935";"23-3250";"GRIS";"10"
"03032501940";"23-3250";"BLANCO/ROSA";"10"
"03032501953";"23-3250";"BLANCO/LILA";"10"
"03032501956";"23-3250";"ROSA/CORAL";"10"
"03032501967";"23-3250";"LILA/NEGRO";"10"
"03032501973";"23-3250";"VERDE";"10"
"03032501986";"23-3250";"NUDE/CORAL";"10"
"03032502129";"23-3250";"LILA";"12"
"03032502135";"23-3250";"GRIS";"12"
"03032502140";"23-3250";"BLANCO/ROSA";"12"
"03032502153";"23-3250";"BLANCO/LILA";"12"
"03032502156";"23-3250";"ROSA/CORAL";"12"
"03032502167";"23-3250";"LILA/NEGRO";"12"
"03032502173";"23-3250";"VERDE";"12"
"03032502186";"23-3250";"NUDE/CORAL";"12"
"03033051502";"23-3305";"BLANCO";"6"
"03033051519";"23-3305";"ROSA";"6"
"03033051535";"23-3305";"GRIS MELANGE";"6"
"03033051702";"23-3305";"BLANCO";"8"
"03033051719";"23-3305";"ROSA";"8"
"03033051735";"23-3305";"GRIS MELANGE";"8"
"03033051902";"23-3305";"BLANCO";"10"
"03033051919";"23-3305";"ROSA";"10"
"03033051935";"23-3305";"GRIS MELANGE";"10"
"03033052102";"23-3305";"BLANCO";"12"
"03033052119";"23-3305";"ROSA";"12"
"03033052135";"23-3305";"GRIS MELANGE";"12"
"03033052302";"23-3305";"BLANCO";"14"
"03033052319";"23-3305";"ROSA";"14"
"03033052335";"23-3305";"GRIS MELANGE";"14"
"03033101502";"23-3310";"BLANCO";"6"
"03033101519";"23-3310";"ROSA";"6"
"03033101535";"23-3310";"GRIS MELANGE";"6"
"03033101702";"23-3310";"BLANCO";"8"
"03033101719";"23-3310";"ROSA";"8"
"03033101735";"23-3310";"GRIS MELANGE";"8"
"03033101902";"23-3310";"BLANCO";"10"
"03033101919";"23-3310";"ROSA";"10"
"03033101935";"23-3310";"GRIS MELANGE";"10"
"03033102102";"23-3310";"BLANCO";"12"
"03033102119";"23-3310";"ROSA";"12"
"03033102135";"23-3310";"GRIS MELANGE";"12"
"03033102302";"23-3310";"BLANCO";"14"
"03033102319";"23-3310";"ROSA";"14"
"03033102335";"23-3310";"GRIS MELANGE";"14"
"03034000202";"23-3400";"BLANCO";"85"
"03034000203";"23-3400";"NEGRO";"85"
"03034000206";"23-3400";"AZUL";"85"
"03034000207";"23-3400";"NUDE";"85"
"03034000302";"23-3400";"BLANCO";"90"
"03034000303";"23-3400";"NEGRO";"90"
"03034000306";"23-3400";"AZUL";"90"
"03034000307";"23-3400";"NUDE";"90"
"03034000402";"23-3400";"BLANCO";"95"
"03034000403";"23-3400";"NEGRO";"95"
"03034000406";"23-3400";"AZUL";"95"
"03034000407";"23-3400";"NUDE";"95"
"03034000502";"23-3400";"BLANCO";"100"
"03034000503";"23-3400";"NEGRO";"100"
"03034000506";"23-3400";"AZUL";"100"
"03034000507";"23-3400";"NUDE";"100"
"03035000216";"23-3500";"NEGRO/AZUL";"85"
"03035000218";"23-3500";"MANDARINA/HUESO";"85"
"03035000262";"23-3500";"AZUL/BLANCO";"85"
"03035000288";"23-3500";"NEGRO/ROJO";"85"
"03035000316";"23-3500";"NEGRO/AZUL";"90"
"03035000318";"23-3500";"MANDARINA/HUESO";"90"
"03035000362";"23-3500";"AZUL/BLANCO";"90"
"03035000388";"23-3500";"NEGRO/ROJO";"90"
"03035000416";"23-3500";"NEGRO/AZUL";"95"
"03035000418";"23-3500";"MANDARINA/HUESO";"95"
"03035000462";"23-3500";"AZUL/BLANCO";"95"
"03035000488";"23-3500";"NEGRO/ROJO";"95"
"03035000516";"23-3500";"NEGRO/AZUL";"100"
"03035000518";"23-3500";"MANDARINA/HUESO";"100"
"03035000562";"23-3500";"AZUL/BLANCO";"100"
"03035000588";"23-3500";"NEGRO/ROJO";"100"
"03037000202";"23-3700";"BLANCO";"85"
"03037000203";"23-3700";"NEGRO";"85"
"03037000205";"23-3700";"ROJO";"85"
"03037000206";"23-3700";"AZUL";"85"
"03037000212";"23-3700";"MANDARIN";"85"
"03037000302";"23-3700";"BLANCO";"90"
"03037000303";"23-3700";"NEGRO";"90"
"03037000305";"23-3700";"ROJO";"90"
"03037000306";"23-3700";"AZUL";"90"
"03037000312";"23-3700";"MANDARIN";"90"
"03037000402";"23-3700";"BLANCO";"95"
"03037000403";"23-3700";"NEGRO";"95"
"03037000405";"23-3700";"ROJO";"95"
"03037000406";"23-3700";"AZUL";"95"
"03037000412";"23-3700";"MANDARIN";"95"
"03037000502";"23-3700";"BLANCO";"100"
"03037000503";"23-3700";"NEGRO";"100"
"03037000505";"23-3700";"ROJO";"100"
"03037000506";"23-3700";"AZUL";"100"
"03037000512";"23-3700";"MANDARIN";"100"
"03037800202";"23-3780";"BLANCO";"85"
"03037800203";"23-3780";"NEGRO";"85"
"03037800206";"23-3780";"AZUL";"85"
"03037800212";"23-3780";"MANDARIN";"85"
"03037800302";"23-3780";"BLANCO";"90"
"03037800303";"23-3780";"NEGRO";"90"
"03037800306";"23-3780";"AZUL";"90"
"03037800312";"23-3780";"MANDARIN";"90"
"03037800402";"23-3780";"BLANCO";"95"
"03037800403";"23-3780";"NEGRO";"95"
"03037800406";"23-3780";"AZUL";"95"
"03037800412";"23-3780";"MANDARIN";"95"
"03037800502";"23-3780";"BLANCO";"100"
"03037800503";"23-3780";"NEGRO";"100"
"03037800506";"23-3780";"AZUL";"100"
"03037800512";"23-3780";"MANDARIN";"100"
"03040100202";"23-4010";"BLANCO";"85"
"03040100203";"23-4010";"NEGRO";"85"
"03040100204";"23-4010";"HUESO";"85"
"03040100206";"23-4010";"AZUL";"85"
"03040100207";"23-4010";"NUDE";"85"
"03040100302";"23-4010";"BLANCO";"90"
"03040100303";"23-4010";"NEGRO";"90"
"03040100304";"23-4010";"HUESO";"90"
"03040100305";"23-4010";"ROJO";"90"
"03040100306";"23-4010";"AZUL";"90"
"03040100307";"23-4010";"NUDE";"90"
"03040100402";"23-4010";"BLANCO";"95"
"03040100403";"23-4010";"NEGRO";"95"
"03040100404";"23-4010";"HUESO";"95"
"03040100405";"23-4010";"ROJO";"95"
"03040100406";"23-4010";"AZUL";"95"
"03040100407";"23-4010";"NUDE";"95"
"03040100502";"23-4010";"BLANCO";"100"
"03040100503";"23-4010";"NEGRO";"100"
"03040100504";"23-4010";"HUESO";"100"
"03040100505";"23-4010";"ROJO";"100"
"03040100506";"23-4010";"AZUL";"100"
"03040100507";"23-4010";"NUDE";"100"
"03041000202";"08-410";"BLANCO";"85"
"03041000203";"08-410";"NEGRO";"85"
"03041000204";"08-410";"HUESO";"85"
"03041000205";"08-410";"ROJO";"85"
"030410002100";"08-410";"FRUTILLA";"85"
"03041000302";"08-410";"BLANCO";"90"
"03041000303";"08-410";"NEGRO";"90"
"03041000304";"08-410";"HUESO";"90"
"03041000305";"08-410";"ROJO";"90"
"030410003100";"08-410";"FRUTILLA";"90"
"03041000402";"08-410";"BLANCO";"95"
"03041000403";"08-410";"NEGRO";"95"
"03041000404";"08-410";"HUESO";"95"
"03041000405";"08-410";"ROJO";"95"
"030410004100";"08-410";"FRUTILLA";"95"
"03041000502";"08-410";"BLANCO";"100"
"03041000503";"08-410";"NEGRO";"100"
"03041000504";"08-410";"HUESO";"100"
"03041000505";"08-410";"ROJO";"100"
"030410005100";"08-410";"FRUTILLA";"100"
"0304100202";"08-410";"BLANCO";"85"
"0304100203";"08-410";"NEGRO";"85"
"0304100204";"08-410";"HUESO";"85"
"0304100205";"08-410";"ROJO";"85"
"03041002100";"08-410";"FRUTILLA";"85"
"0304100302";"08-410";"BLANCO";"90"
"0304100303";"08-410";"NEGRO";"90"
"0304100304";"08-410";"HUESO";"90"
"0304100305";"08-410";"ROJO";"90"
"03041003100";"08-410";"FRUTILLA";"90"
"0304100402";"08-410";"BLANCO";"95"
"0304100403";"08-410";"NEGRO";"95"
"0304100404";"08-410";"HUESO";"95"
"0304100405";"08-410";"ROJO";"95"
"03041004100";"08-410";"FRUTILLA";"95"
"0304100502";"08-410";"BLANCO";"100"
"0304100503";"08-410";"NEGRO";"100"
"0304100504";"08-410";"HUESO";"100"
"0304100505";"08-410";"ROJO";"100"
"03041005100";"08-410";"FRUTILLA";"100"
"0304102100";"08-410";"FRUTILLA";"85"
"0304103100";"08-410";"FRUTILLA";"90"
"0304104100";"08-410";"FRUTILLA";"95"
"0304105100";"08-410";"FRUTILLA";"100"
"03041500202";"23-4150";"BLANCO";"85"
"03041500203";"23-4150";"NEGRO";"85"
"03041500206";"23-4150";"AZUL";"85"
"03041500212";"23-4150";"MANDARIN";"85"
"03041500302";"23-4150";"BLANCO";"90"
"03041500303";"23-4150";"NEGRO";"90"
"03041500306";"23-4150";"AZUL";"90"
"03041500312";"23-4150";"MANDARIN";"90"
"03041500402";"23-4150";"BLANCO";"95"
"03041500403";"23-4150";"NEGRO";"95"
"03041500406";"23-4150";"AZUL";"95"
"03041500412";"23-4150";"MANDARIN";"95"
"03041500502";"23-4150";"BLANCO";"100"
"03041500503";"23-4150";"NEGRO";"100"
"03041500506";"23-4150";"AZUL";"100"
"03041500512";"23-4150";"MANDARIN";"100"
"03041600202";"23-4160";"BLANCO";"85"
"03041600203";"23-4160";"NEGRO";"85"
"03041600206";"23-4160";"AZUL";"85"
"03041600207";"23-4160";"NUDE";"85"
"03041600302";"23-4160";"BLANCO";"90"
"03041600303";"23-4160";"NEGRO";"90"
"03041600306";"23-4160";"AZUL";"90"
"03041600307";"23-4160";"NUDE";"90"
"03041600402";"23-4160";"BLANCO";"95"
"03041600403";"23-4160";"NEGRO";"95"
"03041600406";"23-4160";"AZUL";"95"
"03041600407";"23-4160";"NUDE";"95"
"03041600502";"23-4160";"BLANCO";"100"
"03041600503";"23-4160";"NEGRO";"100"
"03041600506";"23-4160";"AZUL";"100"
"03041600507";"23-4160";"NUDE";"100"
"03042000202";"08-420";"BLANCO";"85"
"03042000203";"08-420";"NEGRO";"85"
"03042000204";"08-420";"HUESO";"85"
"03042000205";"08-420";"ROJO";"85"
"030420002100";"08-420";"FRUTILLA";"85"
"03042000302";"08-420";"BLANCO";"90"
"03042000303";"08-420";"NEGRO";"90"
"03042000304";"08-420";"HUESO";"90"
"03042000305";"08-420";"ROJO";"90"
"030420003100";"08-420";"FRUTILLA";"90"
"03042000402";"08-420";"BLANCO";"95"
"03042000403";"08-420";"NEGRO";"95"
"03042000404";"08-420";"HUESO";"95"
"03042000405";"08-420";"ROJO";"95"
"030420004100";"08-420";"FRUTILLA";"95"
"03042000502";"08-420";"BLANCO";"100"
"03042000503";"08-420";"NEGRO";"100"
"03042000504";"08-420";"HUESO";"100"
"03042000505";"08-420";"ROJO";"100"
"030420005100";"08-420";"FRUTILLA";"100"
"0304200202";"08-420";"BLANCO";"85"
"0304200203";"08-420";"NEGRO";"85"
"0304200204";"08-420";"HUESO";"85"
"0304200205";"08-420";"ROJO";"85"
"03042002100";"08-420";"FRUTILLA";"85"
"0304200302";"08-420";"BLANCO";"90"
"0304200303";"08-420";"NEGRO";"90"
"0304200304";"08-420";"HUESO";"90"
"0304200305";"08-420";"ROJO";"90"
"03042003100";"08-420";"FRUTILLA";"90"
"0304200402";"08-420";"BLANCO";"95"
"0304200403";"08-420";"NEGRO";"95"
"0304200404";"08-420";"HUESO";"95"
"0304200405";"08-420";"ROJO";"95"
"03042004100";"08-420";"FRUTILLA";"95"
"0304200502";"08-420";"BLANCO";"100"
"0304200503";"08-420";"NEGRO";"100"
"0304200504";"08-420";"HUESO";"100"
"0304200505";"08-420";"ROJO";"100"
"03042005100";"08-420";"FRUTILLA";"100"
"0304202100";"08-420";"FRUTILLA";"85"
"0304203100";"08-420";"FRUTILLA";"90"
"0304204100";"08-420";"FRUTILLA";"95"
"0304205100";"08-420";"FRUTILLA";"100"
"03042300202";"23-4230";"BLANCO";"85"
"03042300203";"23-4230";"NEGRO";"85"
"03042300207";"23-4230";"NUDE";"85"
"03042300215";"23-4230";"CORAL";"85"
"03042300302";"23-4230";"BLANCO";"90"
"03042300303";"23-4230";"NEGRO";"90"
"03042300307";"23-4230";"NUDE";"90"
"03042300315";"23-4230";"CORAL";"90"
"03042300402";"23-4230";"BLANCO";"95"
"03042300403";"23-4230";"NEGRO";"95"
"03042300407";"23-4230";"NUDE";"95"
"03042300415";"23-4230";"CORAL";"95"
"03042300502";"23-4230";"BLANCO";"100"
"03042300503";"23-4230";"NEGRO";"100"
"03042300507";"23-4230";"NUDE";"100"
"03042300515";"23-4230";"CORAL";"100"
"03042500202";"23-4250";"BLANCO";"85"
"03042500203";"23-4250";"NEGRO";"85"
"03042500207";"23-4250";"NUDE";"85"
"03042500215";"23-4250";"CORAL";"85"
"03042500302";"23-4250";"BLANCO";"90"
"03042500303";"23-4250";"NEGRO";"90"
"03042500307";"23-4250";"NUDE";"90"
"03042500315";"23-4250";"CORAL";"90"
"03042500402";"23-4250";"BLANCO";"95"
"03042500403";"23-4250";"NEGRO";"95"
"03042500407";"23-4250";"NUDE";"95"
"03042500415";"23-4250";"CORAL";"95"
"03042500502";"23-4250";"BLANCO";"100"
"03042500503";"23-4250";"NEGRO";"100"
"03042500507";"23-4250";"NUDE";"100"
"03042500515";"23-4250";"CORAL";"100"
"0304250202";"23-4250";"BLANCO";"85"
"03043000202";"08-430";"BLANCO";"85"
"03043000203";"08-430";"NEGRO";"85"
"03043000204";"08-430";"HUESO";"85"
"03043000205";"08-430";"ROJO";"85"
"03043000206";"08-430";"AZUL";"85"
"03043000302";"08-430";"BLANCO";"90"
"03043000303";"08-430";"NEGRO";"90"
"03043000304";"08-430";"HUESO";"90"
"03043000305";"08-430";"ROJO";"90"
"03043000306";"08-430";"AZUL";"90"
"03043000402";"08-430";"BLANCO";"95"
"03043000403";"08-430";"NEGRO";"95"
"03043000404";"08-430";"HUESO";"95"
"03043000405";"08-430";"ROJO";"95"
"03043000406";"08-430";"AZUL";"95"
"03043000502";"08-430";"BLANCO";"100"
"03043000503";"08-430";"NEGRO";"100"
"03043000504";"08-430";"HUESO";"100"
"03043000505";"08-430";"ROJO";"100"
"03043000506";"08-430";"AZUL";"100"
"03043001502";"23-4300";"BLANCO";"6"
"03043001507";"23-4300";"NUDE";"6"
"03043001519";"23-4300";"ROSA";"6"
"03043001529";"23-4300";"LILA";"6"
"03043001535";"23-4300";"GRIS";"6"
"03043001702";"23-4300";"BLANCO";"8"
"03043001707";"23-4300";"NUDE";"8"
"03043001719";"23-4300";"ROSA";"8"
"03043001729";"23-4300";"LILA";"8"
"03043001735";"23-4300";"GRIS";"8"
"03043001902";"23-4300";"BLANCO";"10"
"03043001907";"23-4300";"NUDE";"10"
"03043001919";"23-4300";"ROSA";"10"
"03043001929";"23-4300";"LILA";"10"
"03043001935";"23-4300";"GRIS";"10"
"0304300202";"08-430";"BLANCO";"85"
"0304300203";"08-430";"NEGRO";"85"
"0304300204";"08-430";"HUESO";"85"
"0304300205";"08-430";"ROJO";"85"
"0304300206";"08-430";"AZUL";"85"
"03043002102";"23-4300";"BLANCO";"12"
"03043002107";"23-4300";"NUDE";"12"
"03043002119";"23-4300";"ROSA";"12"
"03043002129";"23-4300";"LILA";"12"
"03043002135";"23-4300";"GRIS";"12"
"0304300302";"08-430";"BLANCO";"90"
"0304300303";"08-430";"NEGRO";"90"
"0304300304";"08-430";"HUESO";"90"
"0304300305";"08-430";"ROJO";"90"
"0304300306";"08-430";"AZUL";"90"
"0304300402";"08-430";"BLANCO";"95"
"0304300403";"08-430";"NEGRO";"95"
"0304300404";"08-430";"HUESO";"95"
"0304300405";"08-430";"ROJO";"95"
"0304300406";"08-430";"AZUL";"95"
"0304300502";"08-430";"BLANCO";"100"
"0304300503";"08-430";"NEGRO";"100"
"0304300504";"08-430";"HUESO";"100"
"0304300505";"08-430";"ROJO";"100"
"0304300506";"08-430";"AZUL";"100"
"03043500202";"23-4350";"BLANCO";"85"
"03043500203";"23-4350";"NEGRO";"85"
"03043500204";"23-4350";"HUESO";"85"
"03043500206";"23-4350";"AZUL";"85"
"03043500302";"23-4350";"BLANCO";"90"
"03043500303";"23-4350";"NEGRO";"90"
"03043500304";"23-4350";"HUESO";"90"
"03043500306";"23-4350";"AZUL";"90"
"03043500402";"23-4350";"BLANCO";"95"
"03043500403";"23-4350";"NEGRO";"95"
"03043500404";"23-4350";"HUESO";"95"
"03043500406";"23-4350";"AZUL";"95"
"03043500502";"23-4350";"BLANCO";"100"
"03043500503";"23-4350";"NEGRO";"100"
"03043500504";"23-4350";"HUESO";"100"
"03043500506";"23-4350";"AZUL";"100"
"03043501340";"23-4350N";"BLANCO/ROSA";"4"
"03043501353";"23-4350N";"BLANCO/LILA";"4"
"03043501367";"23-4350N";"LILA/NEGRO";"4"
"03043501373";"23-4350N";"VERDE";"4"
"03043501386";"23-4350N";"NUDE/CORAL";"4"
"03043501540";"23-4350N";"BLANCO/ROSA";"6"
"03043501553";"23-4350N";"BLANCO/LILA";"6"
"03043501567";"23-4350N";"LILA/NEGRO";"6"
"03043501573";"23-4350N";"VERDE";"6"
"03043501586";"23-4350N";"NUDE/CORAL";"6"
"03043501740";"23-4350N";"BLANCO/ROSA";"8"
"03043501753";"23-4350N";"BLANCO/LILA";"8"
"03043501767";"23-4350N";"LILA/NEGRO";"8"
"03043501773";"23-4350N";"VERDE";"8"
"03043501786";"23-4350N";"NUDE/CORAL";"8"
"03043501940";"23-4350N";"BLANCO/ROSA";"10"
"03043501953";"23-4350N";"BLANCO/LILA";"10"
"03043501967";"23-4350N";"LILA/NEGRO";"10"
"03043501973";"23-4350N";"VERDE";"10"
"03043501986";"23-4350N";"NUDE/CORAL";"10"
"03043502140";"23-4350N";"BLANCO/ROSA";"12"
"03043502153";"23-4350N";"BLANCO/LILA";"12"
"03043502167";"23-4350N";"LILA/NEGRO";"12"
"03043502173";"23-4350N";"VERDE";"12"
"03043502186";"23-4350N";"NUDE/CORAL";"12"
"03043600202";"23-4360";"BLANCO";"85"
"03043600203";"23-4360";"NEGRO";"85"
"03043600205";"23-4360";"ROJO";"85"
"03043600206";"23-4360";"AZUL";"85"
"03043600302";"23-4360";"BLANCO";"90"
"03043600303";"23-4360";"NEGRO";"90"
"03043600305";"23-4360";"ROJO";"90"
"03043600306";"23-4360";"AZUL";"90"
"03043600402";"23-4360";"BLANCO";"95"
"03043600403";"23-4360";"NEGRO";"95"
"03043600405";"23-4360";"ROJO";"95"
"03043600406";"23-4360";"AZUL";"95"
"03043600502";"23-4360";"BLANCO";"100"
"03043600503";"23-4360";"NEGRO";"100"
"03043600505";"23-4360";"ROJO";"100"
"03043600506";"23-4360";"AZUL";"100"
"03044000202";"08-440";"BLANCO";"85"
"03044000203";"08-440";"NEGRO";"85"
"03044000204";"08-440";"HUESO";"85"
"03044000219";"08-440";"ROSA";"85"
"03044000302";"08-440";"BLANCO";"90"
"03044000303";"08-440";"NEGRO";"90"
"03044000304";"08-440";"HUESO";"90"
"03044000319";"08-440";"ROSA";"90"
"03044000402";"08-440";"BLANCO";"95"
"03044000403";"08-440";"NEGRO";"95"
"03044000404";"08-440";"HUESO";"95"
"03044000419";"08-440";"ROSA";"95"
"03044000502";"08-440";"BLANCO";"100"
"03044000503";"08-440";"NEGRO";"100"
"03044000504";"08-440";"HUESO";"100"
"03044000519";"08-440";"ROSA";"100"
"0304400202";"08-440";"BLANCO";"85"
"0304400203";"08-440";"NEGRO";"85"
"0304400204";"08-440";"HUESO";"85"
"0304400219";"08-440";"ROSA";"85"
"0304400302";"08-440";"BLANCO";"90"
"0304400303";"08-440";"NEGRO";"90"
"0304400304";"08-440";"HUESO";"90"
"0304400319";"08-440";"ROSA";"90"
"0304400402";"08-440";"BLANCO";"95"
"0304400403";"08-440";"NEGRO";"95"
"0304400404";"08-440";"HUESO";"95"
"0304400419";"08-440";"ROSA";"95"
"0304400502";"08-440";"BLANCO";"100"
"0304400503";"08-440";"NEGRO";"100"
"0304400504";"08-440";"HUESO";"100"
"0304400519";"08-440";"ROSA";"100"
"03044400204";"23-4440";"HUESO";"85"
"03044400304";"23-4440";"HUESO";"90"
"03044400307";"23-4440";"NUDE";"90"
"03044400404";"23-4440";"HUESO";"95"
"03044400407";"23-4440";"NUDE";"95"
"03044400504";"23-4440";"HUESO";"100"
"03044400507";"23-4440";"NUDE";"100"
"03044450202";"23-4445";"BLANCO";"85"
"03044450203";"23-4445";"NEGRO";"85"
"03044450205";"23-4445";"ROJO";"85"
"03044450284";"23-4445";"AVELLANA";"85"
"03044450302";"23-4445";"BLANCO";"90"
"03044450303";"23-4445";"NEGRO";"90"
"03044450305";"23-4445";"ROJO";"90"
"03044450384";"23-4445";"AVELLANA";"90"
"03044450402";"23-4445";"BLANCO";"95"
